account,opportunity_id,sales_agent,deal_stage,product,close_date,close_value,created_on
Bluth Company,2AIA6FDP,Zane Levy,Won,GTXPro,2017-10-17,3844.0,2017-08-10
Finhigh,82IND2PE,Darcel Schlecht,Won,GTXPlusBasic,2017-06-16,1080.0,2017-04-10
,G1BWKDSI,Elease Gluck,In_Progress,GTK500U,,,2017-10-14
,Q43M3H2Z,Lajuana Vencill,In_Progress,GTXPlusBasic,,,2017-12-18
Goodsilron,3IPL56NJ,Cecily Lampkin,Lost,GTXPlusBasic,2017-09-27,0.0,2017-07-23
,N4H4FE63,James Ascencio,In_Progress,GTXPlusBasic,,,2017-11-01
Bubba Gump,E4FRYT70,Cassey Cress,Won,MGRPFS,2017-09-11,62.0,2017-07-09
,2G99W439,Kami Bicknell,In_Progress,GTXPlusBasic,,,2017-03-27
Mathtouch,PMSRFNDM,Zane Levy,Lost,MGRPFU,2017-03-14,0.0,2017-03-07
Bioplex,YOWCQRSA,Anna Snelling,Lost,MGRPFS,2017-09-23,0.0,2017-07-24
Y-corporation,CYIZZNVQ,Boris Faz,Won,GTXPro,2017-08-09,6133.0,2017-08-06
,AHN86NMH,Kami Bicknell,In_Progress,GTXPlusBasic,,,2017-10-29
,L9CSPA9H,Jonathan Berthelot,In_Progress,MGRPFS,,,2017-12-30
Vehement Capital Partners,1TD4KJNB,Hayden Neloms,Won,GTXPlusBasic,2017-06-29,,2017-03-05
Warephase,7XZ9NLME,Violet Mclelland,Won,MGRPFS,2017-12-05,82.0,2017-11-04
Xx-holding,GOW0KOBR,Vicki Laflamme,Won,GTXBasic,2017-05-13,726.0,2017-03-04
Kan-code,9V96HOGQ,Jonathan Berthelot,Won,GTXBasic,2017-03-21,818.0,2017-03-17
,49X4TGF5,Vicki Laflamme,Lost,GTXBasic,2017-06-10,0.0,2017-03-16
,0LWJXIJY,Violet Mclelland,In_Progress,GTXBasic,,,2017-12-30
Streethex,AJ5E6XUH,Jonathan Berthelot,Lost,MGRPFS,2017-09-29,0.0,2017-09-24
,FBTCI780,Donn Cantrell,Lost,GTXBasic,2017-09-11,0.0,2017-07-05
,FLM1PQ6U,Reed Clapper,In_Progress,MGRPFS,,,2017-06-30
Globex Corporation,TLNFGQHY,Rosie Papadopoulos,Won,GTXBasic,2017-12-26,762.0,2017-09-04
dambase,IAGPD329,James Ascencio,Won,MGRPFU,2017-05-28,4131.0,2017-05-18
Massive Dynamic,XK4UHV44,Cassey Cress,Won,GTXBasic,2017-06-06,822.0,2017-04-05
Kinnamplus,P4X9WC7H,Moses Frase,Won,GTXBasic,2017-10-09,475.0,2017-09-19
,41BW4EN0,Boris Faz,In_Progress,GTXPlusPro,,,2017-02-20
,NVDHMRTK,Maureen Marcano,In_Progress,MGRPFU,,,2017-04-14
,VOWK2NTW,Donn Cantrell,In_Progress,GTXBasic,,,2017-11-20
Silis,KOL4FUI7,Darcel Schlecht,In_Progress,GTXPlusBasic,,,2017-03-18
Cyberdyne Systems,XBI7JY1M,Darcel Schlecht,Won,GTXPro,2017-12-21,5303.0,2017-12-19
,1FCKVW2T,Vicki Laflamme,Lost,GTXPlusPro,2017-05-06,0.0,2017-02-13
J-Texon,JS16331X,Violet Mclelland,Won,GTXPlusBasic,2017-06-18,1196.0,2017-06-13
Newex,CJUZRGRK,Markita Hansen,Won,MGRPFS,2017-05-19,65.0,2017-03-09
,Q4QPBBP4,Kary Hendrixson,In_Progress,GTXPlusPro,,,2017-12-14
,G6W7W2HD,Maureen Marcano,In_Progress,MGRPFS,,,2017-04-23
,VYFNLE3L,Marty Freudenburg,In_Progress,MGRPFS,,,2017-08-18
,QHKP053Y,Darcel Schlecht,In_Progress,MGRPFU,,,2017-07-24
Dalttechnology,MM68NCRU,Corliss Cosme,Lost,GTXPro,2017-12-13,0.0,2017-09-07
Faxquote,AET86GM3,Cecily Lampkin,Won,GTXBasic,2017-04-29,754.0,2017-03-25
Soylent Corp,WFWU3YMG,Jonathan Berthelot,Won,MGRPFS,2017-03-17,56.0,2017-03-10
Yearin,85UR0N9P,Zane Levy,In_Progress,GTXPlusBasic,,,2017-07-21
Sterling Cooper,8RQM6CBY,Vicki Laflamme,Won,MGRPFS,2017-05-21,45.0,2017-03-28
,XM9454S1,Anna Snelling,In_Progress,GTXBasic,,,2017-12-21
,T5SUQA9E,Kami Bicknell,In_Progress,MGRPFU,,,2017-11-26
Sumace,CA3IXF1A,Anna Snelling,Won,MGRPFU,2017-05-09,3792.0,2017-04-22
Golddex,Z68E6APO,Marty Freudenburg,Won,GTXBasic,2017-10-07,580.0,2017-07-25
,7D10VSAC,Cassey Cress,Lost,GTXBasic,2017-09-03,0.0,2017-06-09
Scottech,CO631MZO,Daniell Hammack,Lost,GTXPlusPro,2017-09-14,0.0,2017-07-05
Domzoom,0Z2BTNNG,Darcel Schlecht,Lost,GTXBasic,2017-05-17,0.0,2017-03-25
,LSWH6XOA,Violet Mclelland,In_Progress,GTXPro,,,2017-03-22
,40YUJJ3D,Darcel Schlecht,In_Progress,GTXPro,,,2017-04-11
Wonka Industries,CTSV1ROJ,Gladys Colclough,In_Progress,GTXPlusBasic,,,2017-04-04
,MSTCK22D,Violet Mclelland,Lost,GTXBasic,2017-09-25,0.0,2017-07-29
Finjob,GH1DU0MA,Marty Freudenburg,Won,GTXPlusBasic,2017-10-15,1489.0,2017-08-15
Wonka Industries,MZDIKAZ2,Zane Levy,Won,MGRPFU,2017-03-23,3436.0,2017-01-20
Plexzap,MRRC5MMR,Boris Faz,Won,GTXPlusPro,2017-10-07,5739.0,2017-10-03
,MBLHWKU2,Daniell Hammack,Lost,GTXPlusPro,2017-12-12,0.0,2017-10-24
,Q3PEFF4N,Jonathan Berthelot,In_Progress,GTXPro,,,2017-06-12
,IB8RPL1Z,Niesha Huffines,In_Progress,GTXPro,,,2017-09-12
,5X0Q0KPM,Markita Hansen,In_Progress,MGRPFS,,,2017-06-10
Doncon,BC49W3TT,Markita Hansen,Won,GTXBasic,2017-08-01,838.0,2017-05-24
,LLCQSMU2,Anna Snelling,Lost,GTXPlusBasic,2017-09-16,0.0,2017-07-31
Dalttechnology,MBIVMWGR,Reed Clapper,Won,MGRPFU,2017-07-29,3259.0,2017-05-02
,2JWBS67B,Donn Cantrell,Lost,GTXPro,2017-10-23,0.0,2017-07-16
Labdrill,EC8V50X6,Niesha Huffines,Lost,GTXPlusBasic,2017-04-24,0.0,2017-03-11
Scottech,H2BNZFLV,Violet Mclelland,Won,GTXPlusBasic,2017-07-07,1266.0,2017-05-18
Genco Pura Olive Oil Company,3A9TTM2V,Corliss Cosme,Won,GTXPlusBasic,2017-09-16,783.0,2017-06-10
Finhigh,SXJTFJO3,Darcel Schlecht,Lost,GTXPro,2017-04-21,0.0,2017-04-08
,5QE8J2UX,Cecily Lampkin,In_Progress,MGRPFU,,,2017-06-10
,6EZO3CYD,Elease Gluck,In_Progress,MGRPFS,,,2017-04-13
Green-Plus,YMQY3MTO,Versie Hillebrand,Won,MGRPFU,2017-07-04,4675.0,2017-06-21
,C9UXBKZT,Boris Faz,In_Progress,GTXPlusBasic,,,2017-12-04
Initech,P8A1RRS3,James Ascencio,In_Progress,MGRPFU,,,2017-08-20
dambase,YVTHQEGY,Kami Bicknell,Lost,GTXPlusBasic,2017-03-30,0.0,2017-01-03
Bluth Company,8VS28R5C,Vicki Laflamme,Won,GTXPlusBasic,2017-11-23,1273.0,2017-11-19
Condax,2VXRA8H1,Kary Hendrixson,Won,GTXPlusBasic,2017-10-20,850.0,2017-08-17
Newex,KEBYY99L,James Ascencio,Won,GTXPlusPro,2017-08-22,6391.0,2017-06-28
Toughzap,7H7CNXXO,Kami Bicknell,Won,GTXBasic,2017-11-23,616.0,2017-09-18
,5986OLQQ,Zane Levy,In_Progress,GTXPlusPro,,,2017-07-29
Streethex,UOH7Y9B3,Jonathan Berthelot,Lost,GTXPlusBasic,2017-07-03,0.0,2017-06-21
Krusty Krab,M2D1TFM6,Rosalina Dieter,Won,MGRPFS,2017-05-11,64.0,2017-02-28
,29SD0BGK,Vicki Laflamme,Lost,GTXBasic,2017-08-25,0.0,2017-08-14
Acme Corporation,2LFBEWJY,Versie Hillebrand,In_Progress,MGRPFS,,,2017-08-09
Mathtouch,LDJUA9UG,Kary Hendrixson,Won,GTXPlusBasic,2017-12-04,1258.0,2017-10-14
Scotfind,JII0WJRJ,Jonathan Berthelot,Lost,GTXPlusBasic,2017-11-16,0.0,2017-10-17
Bluth Company,ZTKRJVXS,Jonathan Berthelot,In_Progress,GTXBasic,,,2017-11-29
,BAGC12MH,Marty Freudenburg,Lost,GTXPlusBasic,2017-06-12,0.0,2017-04-12
,8ZQOLBB8,Jonathan Berthelot,In_Progress,MGRPFS,,,2017-04-08
Bubba Gump,YEQ3BOPR,Corliss Cosme,Won,GTXBasic,2017-10-08,510.0,2017-09-07
Dontechi,IMX7RT1N,Cecily Lampkin,Won,MGRPFU,2017-10-16,3797.0,2017-08-28
Blackzim,YZ5ZMGYJ,Rosie Papadopoulos,Won,GTXPlusPro,2017-04-17,7156.0,2017-01-31
Yearin,15KWOVGT,Donn Cantrell,Lost,GTXBasic,2017-06-28,0.0,2017-03-07
,XP8GKBZ6,Zane Levy,In_Progress,MGRPFU,,,2017-04-14
,PBKO4TY7,Moses Frase,Lost,GTXBasic,2017-09-09,0.0,2017-08-21
Sunnamplex,C6683JSO,Cassey Cress,Won,GTXBasic,2017-10-13,616.0,2017-07-26
,PE3GUXX8,Cecily Lampkin,In_Progress,GTXPlusPro,,,2017-07-24
Sumace,5HDZMXRO,Jonathan Berthelot,Lost,GTXBasic,2017-10-26,0.0,2017-10-19
,A4XE7DBW,Elease Gluck,In_Progress,GTXPlusPro,,,2017-04-29
Singletechno,QYW3YM14,Darcel Schlecht,Won,MGRPFS,2017-09-13,68.0,2017-06-22
Faxquote,NDMZFB6E,Lajuana Vencill,Won,MGRPFU,2017-09-11,3238.0,2017-07-10
,BN58LZGE,James Ascencio,Lost,GTXPlusBasic,2017-09-28,0.0,2017-06-09
,J4TB17H3,Anna Snelling,In_Progress,MGRPFU,,,2017-03-19
Wonka Industries,7DOLCQAB,Vicki Laflamme,Won,MGRPFU,2017-08-01,4970.0,2017-04-22
Streethex,KSMSMT3V,Jonathan Berthelot,Lost,GTXBasic,2017-04-21,0.0,2017-01-17
Xx-holding,X6RQBGWG,Kary Hendrixson,Won,GTXPlusPro,2017-03-06,6884.0,2017-03-05
,61UMBN4P,Cassey Cress,Lost,GTXPlusPro,2017-07-28,0.0,2017-06-30
,QSUBJ6ZL,Darcel Schlecht,Lost,GTXPro,2017-06-20,0.0,2017-04-16
Rundofase,A7YAT9N2,Hayden Neloms,Won,MGRPFS,2017-08-28,78.0,2017-06-18
Green-Plus,4FIYK2U8,Jonathan Berthelot,Lost,GTXPlusPro,2017-06-23,0.0,2017-06-15
Stanredtax,VIB8J2PH,Kary Hendrixson,Lost,GTXPlusBasic,2017-09-08,0.0,2017-08-30
Betasoloin,U526DP2Q,Cassey Cress,Lost,GTXBasic,2017-07-13,0.0,2017-04-14
Zoomit,K3VA1XH3,Anna Snelling,In_Progress,GTXPro,,,2017-01-14
Initech,B3FHRIAL,Anna Snelling,Won,GTXPlusBasic,2017-10-11,1227.0,2017-08-04
Finhigh,SVL9WXCH,Jonathan Berthelot,Won,GTXPlusBasic,2017-07-24,1572.0,2017-07-07
Green-Plus,BP3III9E,Niesha Huffines,Won,GTXBasic,2017-07-14,449.0,2017-04-20
Plussunin,4YEYZ1NU,Hayden Neloms,Won,MGRPFU,2017-09-14,2136.0,2017-07-23
Initech,WB1DT780,Niesha Huffines,Won,GTXPro,2017-10-06,5592.0,2017-08-12
Plexzap,70Z36115,Donn Cantrell,Lost,GTXPro,2017-07-04,0.0,2017-05-23
,0T5ISI0K,Kami Bicknell,In_Progress,GTXBasic,,,2017-08-31
,8DNV2ZJ1,Cassey Cress,In_Progress,GTXPlusBasic,,,2017-07-31
Xx-holding,VHNW2OT3,Vicki Laflamme,Lost,MGRPFU,2017-10-01,0.0,2017-09-26
Plexzap,CV0YY3VE,Boris Faz,Won,GTXBasic,2017-09-29,696.0,2017-09-22
,2G24PZLZ,Moses Frase,Lost,MGRPFU,2017-06-26,0.0,2017-04-10
,6AT4NOFZ,Jonathan Berthelot,In_Progress,GTXPlusBasic,,,2017-07-30
Kinnamplus,D6ATMENE,Niesha Huffines,Lost,GTXPlusBasic,2017-06-30,0.0,2017-05-13
,GLVLBK2B,Darcel Schlecht,In_Progress,GTXPro,,,2017-11-22
,4JNXKNMO,James Ascencio,In_Progress,GTXPlusPro,,,2017-12-25
The New York Inquirer,7MEPRDO9,Reed Clapper,Won,GTXPro,2017-12-09,4115.0,2017-11-28
Plexzap,SD7OSVJI,Boris Faz,Won,GTXBasic,2017-04-06,941.0,2017-01-15
,9WU747WH,Daniell Hammack,In_Progress,GTXPro,,,2017-01-27
Konex,DGB6C4I8,Rosie Papadopoulos,Won,MGRPFS,2017-09-28,85.0,2017-07-23
Stark Industries,JG3HKTNQ,Zane Levy,Won,GTXBasic,2017-08-27,556.0,2017-08-10
Streethex,FVHX0CP4,Lajuana Vencill,Won,GTXBasic,2017-08-11,444.0,2017-07-31
Scottech,BSF5CMSX,Wilburn Farren,In_Progress,GTXBasic,,,2017-07-25
,FISUFTNH,Darcel Schlecht,In_Progress,GTXBasic,,,2017-11-12
Scotfind,6H50CAKX,Jonathan Berthelot,Won,GTXPlusPro,2017-09-05,6024.0,2017-09-03
Cancity,U1REZK09,Zane Levy,Won,GTXPro,2017-11-21,3110.0,2017-09-09
,D3T9U1FC,Markita Hansen,In_Progress,GTXPlusPro,,,2017-03-27
Groovestreet,H56MIMNH,Darcel Schlecht,Won,MGRPFS,2017-06-05,59.0,2017-02-11
,C3EZBUFU,Marty Freudenburg,Lost,GTXBasic,2017-11-19,0.0,2017-10-02
Zumgoity,7J428WVM,Daniell Hammack,Lost,GTXPro,2017-08-17,0.0,2017-08-11
Silis,0C11O3F8,Darcel Schlecht,Won,GTXPro,2017-04-08,6835.0,2017-04-04
Ollivander's Wand Shop,ZX4KXDE6,Niesha Huffines,Won,GTXPlusBasic,2017-07-29,1368.0,2017-05-22
,PL09ZI80,Elease Gluck,In_Progress,GTXPlusPro,,,2017-07-13
Good Burger,ZAMV7T6M,Gladys Colclough,In_Progress,MGRPFS,,,2017-06-04
,R8ZRCK64,Lajuana Vencill,Lost,GTXPlusBasic,2017-12-19,0.0,2017-12-14
Umbrella Corporation,Y341IN8D,Kami Bicknell,Lost,GTXPlusBasic,2017-05-23,0.0,2017-05-15
Stark Industries,4KRYJ3TE,Vicki Laflamme,Won,MGRPFS,2017-03-30,69.0,2017-01-18
Plexzap,1EPAFCEN,Reed Clapper,Won,GTXPro,2017-05-21,8033.0,2017-02-26
Vehement Capital Partners,K8L0NM82,James Ascencio,In_Progress,GTXPlusPro,,,2017-12-12
,NRK9BLK6,Garret Kinder,In_Progress,MGRPFU,,,2017-05-28
,ZV4PKWXA,Donn Cantrell,In_Progress,GTXPlusPro,,,2017-05-30
,XELQ5UAM,Wilburn Farren,In_Progress,GTXPlusBasic,,,2017-07-26
,5UVVZGIU,Lajuana Vencill,In_Progress,MGRPFU,,,2017-12-23
,L731MH1T,Hayden Neloms,In_Progress,GTXPlusPro,,,2017-11-01
Umbrella Corporation,FZ5B8SBQ,Maureen Marcano,Won,GTXPlusBasic,2017-11-02,1073.0,2017-10-19
Dontechi,J5ZVYYDW,Jonathan Berthelot,Won,MGRPFS,2017-12-05,76.0,2017-10-08
,MUI7R1P0,Darcel Schlecht,Lost,GTXPro,2017-07-28,0.0,2017-06-25
Bioplex,K0RXZXIZ,Darcel Schlecht,Won,GTXPro,2017-06-02,4833.0,2017-03-23
Ontomedia,Y1YWYZA4,Corliss Cosme,Won,GTXPro,2017-10-06,6599.0,2017-08-31
,NNTECEM7,Kami Bicknell,Lost,GTXPro,2017-07-05,0.0,2017-05-05
Faxquote,ZGV4QE3B,Jonathan Berthelot,Won,GTXPro,2017-06-06,6703.0,2017-05-30
,5RO29HJA,Elease Gluck,In_Progress,MGRPFU,,,2017-07-17
Toughzap,IFMWY6RH,Rosalina Dieter,Won,MGRPFS,2017-08-16,83.0,2017-08-09
,4QG3SWDJ,Versie Hillebrand,Lost,MGRPFU,2017-09-26,0.0,2017-08-03
Inity,N1NRCOQO,Niesha Huffines,Won,GTXPlusBasic,2017-08-07,1015.0,2017-04-25
Kinnamplus,4F3XRGO9,Gladys Colclough,Won,MGRPFS,2017-10-11,64.0,2017-10-06
Silis,ZFLKCYHX,Marty Freudenburg,Won,MGRPFU,2017-05-01,3713.0,2017-04-20
Green-Plus,B15FBS7P,Anna Snelling,Won,MGRPFU,2017-05-14,3605.0,2017-05-04
,VM2ZKHN6,Corliss Cosme,Lost,GTXBasic,2017-06-29,0.0,2017-04-19
Streethex,JHDHLW1L,Lajuana Vencill,Won,GTXBasic,2017-10-10,633.0,2017-08-27
Doncon,RGBHYZ5R,Kary Hendrixson,Won,GTXBasic,2017-10-17,732.0,2017-10-08
Zencorporation,Z8XS4L98,Jonathan Berthelot,Won,GTXBasic,2017-08-06,733.0,2017-07-27
Groovestreet,FOTUEF1C,Jonathan Berthelot,Lost,GTXBasic,2017-05-13,0.0,2017-02-14
Silis,FHHV4G6T,Anna Snelling,Won,MGRPFU,2017-06-04,3538.0,2017-04-21
,IBKYDY8A,Niesha Huffines,Lost,GTXBasic,2017-09-04,0.0,2017-05-09
Rantouch,X05OUSX6,Corliss Cosme,Won,GTXPlusPro,2017-11-19,6649.0,2017-08-22
,NZFZ9GF9,Reed Clapper,In_Progress,GTXPlusPro,,,2017-05-31
Cancity,HWX3SNQ3,Zane Levy,Won,GTXPlusBasic,2017-06-02,1026.0,2017-03-22
,HACKRDZU,Marty Freudenburg,Lost,GTXBasic,2017-08-29,0.0,2017-07-16
,PVYI746E,Kami Bicknell,In_Progress,GTXPlusBasic,,,2017-06-29
Statholdings,NCTIPLRB,Daniell Hammack,Won,GTXPlusBasic,2017-10-18,1542.0,2017-08-09
Wonka Industries,LT71E5DY,Darcel Schlecht,In_Progress,GTXPro,,,2017-03-09
Massive Dynamic,MAQNEKF0,Wilburn Farren,Won,MGRPFU,2017-10-25,4499.0,2017-09-18
Silis,4B2Z52J2,Jonathan Berthelot,Won,MGRPFS,2017-12-18,70.0,2017-09-24
Yearin,BNQ9V9UV,Corliss Cosme,Won,GTXPlusPro,2017-08-21,8345.0,2017-06-16
,NSTRW61S,Zane Levy,Lost,GTXPlusPro,2017-05-04,0.0,2017-04-06
Conecom,EDVNJ447,Violet Mclelland,Won,MGRPFU,2017-03-15,3520.0,2017-01-17
,Y0XTG959,Boris Faz,In_Progress,MGRPFS,,,2017-12-22
,4OSJ2NE3,Maureen Marcano,In_Progress,GTXPlusBasic,,,2017-10-25
,7ON5OER8,Cecily Lampkin,Lost,GTXPlusBasic,2017-09-08,0.0,2017-07-26
,MTZTT6NK,Darcel Schlecht,In_Progress,MGRPFS,,,2017-06-15
,5DOSCWMD,Corliss Cosme,Lost,GTXPlusBasic,2017-12-13,0.0,2017-12-12
,LQEZR0NP,Gladys Colclough,In_Progress,MGRPFS,,,2017-08-05
,QLZ9N940,Boris Faz,In_Progress,MGRPFS,,,2017-09-08
Stanredtax,ITC5O1V6,Hayden Neloms,Won,MGRPFS,2017-12-19,70.0,2017-07-27
Dontechi,BKCK38AT,Darcel Schlecht,Won,GTXPro,2017-09-02,5809.0,2017-08-28
,THSEMR4O,Moses Frase,In_Progress,MGRPFU,,,2017-06-23
Rundofase,9CVCDL7U,Rosalina Dieter,Lost,MGRPFS,2017-06-21,0.0,2017-06-20
Goodsilron,8M1ZWWBV,Anna Snelling,Won,GTXPlusPro,2017-12-28,7899.0,2017-11-20
Goodsilron,SKYPWPV8,Jonathan Berthelot,Won,GTXPlusBasic,2017-12-11,1013.0,2017-11-25
Streethex,XBE3P9BU,Gladys Colclough,Won,GTXBasic,2017-09-14,683.0,2017-08-09
Umbrella Corporation,FFZLOIFS,Vicki Laflamme,In_Progress,MGRPFU,,,2017-06-09
Golddex,IK9G60YA,Jonathan Berthelot,Lost,GTXPlusPro,2017-05-28,0.0,2017-05-16
,XGOWF732,Kami Bicknell,Lost,GTXPlusBasic,2017-07-25,0.0,2017-05-11
Gekko & Co,W44ZYO8Y,Boris Faz,Won,MGRPFU,2017-09-06,2941.0,2017-08-05
Singletechno,OJC5SH7I,Anna Snelling,Won,GTXPro,2017-11-06,5903.0,2017-09-16
Stanredtax,SK9JOVX1,Darcel Schlecht,Won,GTXPro,2017-10-26,5724.0,2017-10-15
,2NHGHXL4,Anna Snelling,In_Progress,MGRPFS,,,2017-11-20
Ron-tech,0ID5CE8W,Wilburn Farren,Won,GTXBasic,2017-09-18,903.0,2017-06-27
Plussunin,8WXQ1TN4,Kami Bicknell,In_Progress,GTXBasic,,,2017-07-29
,U7HOWEI0,Cecily Lampkin,In_Progress,MGRPFS,,,2017-09-05
,4ACRIQ52,Boris Faz,Lost,GTXBasic,2017-06-17,0.0,2017-06-09
Iselectrics,QH0BOSLC,Elease Gluck,Lost,MGRPFS,2017-03-18,0.0,2017-03-14
Ollivander's Wand Shop,USYZ212T,Lajuana Vencill,Won,GTXPlusPro,2017-10-04,7984.0,2017-08-09
Dalttechnology,9SIWEMF7,Markita Hansen,Won,GTXPlusPro,2017-12-16,6239.0,2017-09-24
Cancity,X143VCVX,Vicki Laflamme,Lost,MGRPFU,2017-09-17,0.0,2017-07-24
Sonron,1EBO5OJQ,Kami Bicknell,Won,GTXBasic,2017-09-30,800.0,2017-09-25
,JF56YKWH,Zane Levy,In_Progress,MGRPFU,,,2017-10-21
Sterling Cooper,J9VQGQNV,Markita Hansen,Lost,GTXPlusPro,2017-09-30,0.0,2017-08-14
Condax,FU9SAP9Z,Hayden Neloms,Won,GTXPlusBasic,2017-09-04,1255.0,2017-07-02
Zathunicon,BITZVDF4,Kary Hendrixson,Won,MGRPFS,2017-10-24,70.0,2017-07-24
,DNKNHNVP,Boris Faz,In_Progress,GTXPlusBasic,,,2017-05-26
,8U04FCYN,Gladys Colclough,Lost,MGRPFS,2017-07-17,0.0,2017-05-12
Zotware,UBJGPXLQ,Kary Hendrixson,Won,GTXBasic,2017-03-24,604.0,2017-03-19
dambase,PEDAPPTE,Zane Levy,Lost,GTXPlusBasic,2017-10-27,0.0,2017-08-16
J-Texon,NBV3G44J,Cassey Cress,Won,GTXBasic,2017-05-17,448.0,2017-02-20
Fasehatice,EQQ8ZX5T,Reed Clapper,Won,GTXBasic,2017-05-25,644.0,2017-03-17
Sonron,M2VQPY0O,Vicki Laflamme,Lost,GTXPro,2017-03-23,0.0,2017-03-12
Vehement Capital Partners,4S2H3S7N,Kary Hendrixson,Won,MGRPFS,2017-08-29,68.0,2017-08-06
,ZJYSSSRL,Vicki Laflamme,In_Progress,MGRPFS,,,2017-08-05
,ZU4Z78MM,Corliss Cosme,In_Progress,GTXBasic,,,2017-06-22
Green-Plus,EGK2WC0G,Marty Freudenburg,Lost,GTXPlusBasic,2017-07-20,0.0,2017-07-08
,B5KWK63R,Reed Clapper,In_Progress,GTXPro,,,2017-10-28
,GXUUE0IZ,Corliss Cosme,In_Progress,GTXBasic,,,2017-01-25
,P6A9Y52X,Corliss Cosme,Lost,GTXBasic,2017-05-13,0.0,2017-03-18
,59HH67DI,Donn Cantrell,In_Progress,GTXPlusPro,,,2017-03-26
Hottechi,G8NB524K,Kami Bicknell,Lost,MGRPFU,2017-08-02,0.0,2017-06-09
Plusstrip,T2HIZ3QL,Elease Gluck,Lost,MGRPFS,2017-09-05,0.0,2017-06-10
Rangreen,6P2QXY26,Daniell Hammack,Won,GTXPro,2017-10-19,6072.0,2017-09-07
Kan-code,KOM84U6F,Kary Hendrixson,In_Progress,GTXPlusBasic,,,2017-09-19
Labdrill,HSFJ0JL3,Darcel Schlecht,Won,GTXPro,2017-11-22,4146.0,2017-09-07
Olivia Pope & Associates,JT941TR5,Gladys Colclough,Won,MGRPFS,2017-07-29,69.0,2017-05-10
,N350BST3,Markita Hansen,In_Progress,MGRPFS,,,2017-10-13
Kinnamplus,BSRJAEU9,Anna Snelling,Won,GTXPlusBasic,2017-12-23,958.0,2017-10-25
,7EW5E7LK,Gladys Colclough,In_Progress,GTXBasic,,,2017-05-30
Ontomedia,8EIPBFT0,Cassey Cress,Won,MGRPFU,2017-06-09,4298.0,2017-05-30
,PPZ6IZ4N,Elease Gluck,Lost,MGRPFS,2017-04-20,0.0,2017-02-19
Bluth Company,1TE7YQKB,Moses Frase,In_Progress,MGRPFU,,,2017-05-03
Scotfind,KTX5LWAQ,Anna Snelling,Won,GTXPro,2017-06-26,6476.0,2017-06-25
Zumgoity,E7LSY0TH,Corliss Cosme,Won,GTXPro,2017-08-06,3685.0,2017-04-27
Warephase,XD1HILMY,Donn Cantrell,Won,GTXPro,2017-12-14,4670.0,2017-09-05
Donware,6FMEQPFX,James Ascencio,Won,MGRPFU,2017-10-14,4962.0,2017-09-30
,SSPT3L1Z,Kary Hendrixson,In_Progress,GTXPlusBasic,,,2016-12-23
Sumace,41OIZAXO,Lajuana Vencill,Lost,MGRPFU,2017-04-23,0.0,2017-02-07
,URFW686L,Maureen Marcano,Lost,GTXPro,2017-11-16,0.0,2017-08-08
Sonron,9VVMOVDD,Zane Levy,Lost,GTXPlusBasic,2017-08-09,0.0,2017-06-23
Newex,BP4LWTTC,Garret Kinder,Won,GTXBasic,2017-07-13,738.0,2017-07-08
,A9MYXRKU,Kami Bicknell,Lost,GTXPlusPro,2017-05-27,0.0,2017-03-25
Hooli,SSFLKBEI,Cassey Cress,Won,GTXPro,2017-06-11,4637.0,2017-06-01
Initech,AFSIATRA,Versie Hillebrand,Won,MGRPFU,2017-05-17,3434.0,2017-04-27
Gogozoom,4QYI0JQO,Kami Bicknell,Won,GTXBasic,2017-06-05,822.0,2017-02-11
Zathunicon,FL2KLYME,Vicki Laflamme,In_Progress,MGRPFS,,,2017-11-15
Donware,G5BTONOG,Kary Hendrixson,Lost,GTXPlusBasic,2017-06-17,0.0,2017-02-19
,NIX2TMK5,Gladys Colclough,In_Progress,GTXPro,,,2017-12-20
,IMN72J53,Elease Gluck,Lost,MGRPFS,2017-12-07,0.0,2017-11-28
Warephase,UWX4M5G8,Rosie Papadopoulos,Won,GTXBasic,2017-12-25,587.0,2017-09-03
Gekko & Co,TLT3IBHA,Reed Clapper,Lost,GTXPlusPro,2017-04-01,0.0,2017-02-05
Xx-holding,AHFFEXPU,Violet Mclelland,In_Progress,GTXBasic,,,2017-04-28
Dalttechnology,4EGIH93N,Cassey Cress,Won,GTXPlusPro,2017-12-21,7427.0,2017-10-16
,9YCLLY3F,Gladys Colclough,Lost,MGRPFS,2017-09-09,0.0,2017-08-22
,PUJPCMOV,Versie Hillebrand,In_Progress,MGRPFU,,,2017-08-08
,8BB0H0NR,Kami Bicknell,In_Progress,MGRPFS,,,2017-08-01
Hottechi,C28MSOK7,Kami Bicknell,Won,MGRPFS,2017-12-28,36.0,2017-10-07
Yearin,ETDK0IYQ,Boris Faz,Won,GTXBasic,2017-09-06,616.0,2017-07-05
Olivia Pope & Associates,MGDVJMEP,Marty Freudenburg,Won,GTXPlusBasic,2017-08-01,859.0,2017-06-18
Bioplex,859QHUP3,Darcel Schlecht,Won,MGRPFS,2017-10-03,78.0,2017-08-17
,P2PJ4IST,Jonathan Berthelot,In_Progress,GTXBasic,,,2017-12-02
,AHFZH6VR,Reed Clapper,In_Progress,GTXPlusPro,,,2017-09-26
,SVNN9J5M,Garret Kinder,In_Progress,GTXBasic,,,2017-12-18
,QI192IJU,Jonathan Berthelot,In_Progress,GTXPlusBasic,,,2017-06-06
